# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Aug  6 11:46:19 2023
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN elat:           Ecliptic Latitude [deg]
#
loc_rowid,pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,elat
4003,Kepler-505 b,Kepler-505,27.52197994,0.144500,0.000000,64.06582
4004,Kepler-506 b,Kepler-506,6.88340550,0.075000,0.000000,62.90168
4005,Kepler-507 b,Kepler-507,3.56809693,0.047300,0.000000,68.88520
4006,Kepler-508 b,Kepler-508,25.30889748,0.176300,0.000000,62.66878
4007,Kepler-509 b,Kepler-509,41.74600392,0.238400,0.000000,69.47655
4008,Kepler-51 b,Kepler-51,45.15400000,0.251400,0.040000,68.64610
4009,Kepler-51 c,Kepler-51,85.31200000,0.384000,0.014000,68.64610
4010,Kepler-51 d,Kepler-51,130.19400000,0.509000,0.008000,68.64610
4011,Kepler-510 b,Kepler-510,19.55659418,0.134000,0.000000,60.92390
4012,Kepler-511 b,Kepler-511,296.63786500,0.858900,0.000000,69.84745
4013,Kepler-511 c,Kepler-511,26.62949944,0.172200,0.000000,69.84745
4014,Kepler-512 b,Kepler-512,34.43587975,0.219400,0.000000,67.18802
4015,Kepler-513 b,Kepler-513,28.86235584,0.178900,0.000000,71.83189
4016,Kepler-514 b,Kepler-514,5.65179605,0.067600,0.000000,71.72378
4017,Kepler-515 b,Kepler-515,19.96371318,0.133300,0.000000,72.29688
4018,Kepler-516 b,Kepler-516,24.85462415,0.199200,0.000000,58.63814
4019,Kepler-517 b,Kepler-517,60.92832271,0.289700,0.000000,61.54433
4020,Kepler-518 b,Kepler-518,8.51203588,0.081000,0.000000,63.09316
4021,Kepler-519 b,Kepler-519,24.30789460,0.159400,0.000000,60.08598
4022,Kepler-52 b,Kepler-52,7.87735650,0.063700,0.000000,71.36241
4023,Kepler-52 c,Kepler-52,16.38500210,0.103790,0.000000,71.36241
4024,Kepler-52 d,Kepler-52,36.44517100,0.182000,0.000000,71.36241
4025,Kepler-520 b,Kepler-520,19.67416124,0.144000,0.000000,61.97237
4026,Kepler-520 c,Kepler-520,5.21104261,0.059400,0.000000,61.97237
4027,Kepler-521 b,Kepler-521,22.20813214,0.169900,0.000000,62.62628
4028,Kepler-522 b,Kepler-522,38.58422849,0.255100,0.000000,65.46489
4029,Kepler-523 b,Kepler-523,5.83598311,0.060600,0.000000,67.65178
4030,Kepler-524 b,Kepler-524,7.97419807,0.079100,0.000000,67.84784
4031,Kepler-524 c,Kepler-524,1.88897906,0.030300,0.000000,67.84784
4032,Kepler-525 b,Kepler-525,18.68404933,0.139600,0.000000,66.45050
4033,Kepler-526 b,Kepler-526,5.45849832,0.064000,0.000000,66.03977
4034,Kepler-527 b,Kepler-527,13.28535633,0.117900,0.000000,67.94552
4035,Kepler-528 b,Kepler-528,19.78297415,0.140900,0.000000,66.94812
4036,Kepler-529 b,Kepler-529,1.98035766,0.030900,0.000000,69.57474
4037,Kepler-529 c,Kepler-529,12.83450220,0.107500,0.000000,69.57474
4038,Kepler-529 d,Kepler-529,35.86619949,0.213400,0.000000,69.57474
4039,Kepler-53 b,Kepler-53,18.64895250,0.139000,0.000000,61.61115
4040,Kepler-53 c,Kepler-53,38.55830380,0.225500,0.000000,61.61115
4041,Kepler-53 d,Kepler-53,9.75196200,0.091000,0.000000,61.61115
4042,Kepler-530 b,Kepler-530,39.30941904,0.221200,0.000000,70.71517
4043,Kepler-531 b,Kepler-531,29.88485741,0.169400,0.000000,70.19817
4044,Kepler-532 b,Kepler-532,12.92491623,0.101200,0.000000,66.79121
4045,Kepler-533 b,Kepler-533,28.51120525,0.165000,0.000000,68.49907
4046,Kepler-534 b,Kepler-534,15.95994513,0.127200,0.000000,68.31716
4047,Kepler-534 c,Kepler-534,7.37868977,0.076100,0.000000,68.31716
4048,Kepler-535 b,Kepler-535,4.90332155,0.059400,0.000000,68.40776
4049,Kepler-536 b,Kepler-536,1.82708230,0.027600,0.000000,67.98622
4050,Kepler-537 b,Kepler-537,3.24755522,0.044200,0.000000,71.76897
4051,Kepler-538 b,Kepler-538,81.73778000,0.355400,0.210000,68.05400
4052,Kepler-539 b,Kepler-539,125.63243000,0.498800,0.390000,60.58722
4053,Kepler-539 c,Kepler-539,1000.00000000,2.420000,0.500000,60.58722
4054,Kepler-54 b,Kepler-54,8.01094340,0.061900,0.000000,62.90840
4055,Kepler-54 c,Kepler-54,12.07172490,0.080900,0.000000,62.90840
4056,Kepler-54 d,Kepler-54,20.99569400,0.126000,0.000000,62.90840
4057,Kepler-540 b,Kepler-540,172.70497840,0.588600,0.000000,65.66467
4058,Kepler-541 b,Kepler-541,5.08005848,0.064100,0.000000,58.74263
4059,Kepler-542 b,Kepler-542,13.14497566,0.103800,0.000000,59.28919
4060,Kepler-543 b,Kepler-543,13.89961966,0.098000,0.000000,60.63654
4061,Kepler-544 b,Kepler-544,21.41616926,0.155300,0.000000,59.33555
4062,Kepler-545 b,Kepler-545,13.24934059,0.108700,0.000000,61.71172
4063,Kepler-546 b,Kepler-546,4.14702026,0.050200,0.000000,63.38722
4064,Kepler-547 b,Kepler-547,6.01038429,0.058000,0.000000,66.14694
4065,Kepler-548 b,Kepler-548,4.45419434,0.049500,0.000000,63.59291
4066,Kepler-549 b,Kepler-549,42.94956490,0.228300,0.000000,69.53079
4067,Kepler-549 c,Kepler-549,117.04049800,0.445300,0.000000,69.53079
4068,Kepler-549 d,Kepler-549,24.61480613,0.157500,0.000000,69.53079
4069,Kepler-55 b,Kepler-55,27.94814490,0.159300,0.000000,66.01988
4070,Kepler-55 c,Kepler-55,42.15164180,0.209500,0.000000,66.01988
4071,Kepler-55 d,Kepler-55,2.21109900,0.029000,0.000000,66.01988
4072,Kepler-55 e,Kepler-55,4.61753400,0.048000,0.000000,66.01988
4073,Kepler-55 f,Kepler-55,10.19854500,0.081000,0.000000,66.01988
4074,Kepler-550 b,Kepler-550,8.60010411,0.074700,0.000000,66.43998
4075,Kepler-551 b,Kepler-551,12.37646610,0.089300,0.000000,69.82390
4076,Kepler-552 b,Kepler-552,5.26341577,0.061200,0.000000,68.77136
4077,Kepler-553 b,Kepler-553,4.03046804,0.048400,0.000000,66.58635
4078,Kepler-553 c,Kepler-553,328.23995460,0.908400,0.000000,66.58635
4079,Kepler-554 b,Kepler-554,1.90220856,0.029300,0.000000,69.89884
4080,Kepler-555 b,Kepler-555,16.21775407,0.120100,0.000000,61.00912
4081,Kepler-556 b,Kepler-556,11.72292176,0.097300,0.000000,60.04408
4082,Kepler-557 b,Kepler-557,3.70598955,0.046900,0.000000,61.83720
4083,Kepler-558 b,Kepler-558,29.00790538,0.175900,0.000000,64.77961
4084,Kepler-559 b,Kepler-559,17.58752333,0.127700,0.000000,63.08484
4085,Kepler-56 b,Kepler-56,10.50160000,0.102800,0.040000,62.06589
4086,Kepler-56 c,Kepler-56,21.40239000,0.165200,0.000000,62.06589
4087,Kepler-56 d,Kepler-56,1002.00000000,2.160000,0.200000,62.06589
4088,Kepler-560 b,Kepler-560,18.47764449,0.089900,0.170000,63.12131
4089,Kepler-561 b,Kepler-561,58.36204950,0.291800,0.000000,65.08645
4090,Kepler-561 c,Kepler-561,5.35016198,0.059300,0.000000,65.08645
4091,Kepler-562 b,Kepler-562,18.00931444,0.133300,0.000000,67.10059
4092,Kepler-563 b,Kepler-563,22.18432708,0.141800,0.000000,66.52589
4093,Kepler-564 b,Kepler-564,3.75083228,0.048400,0.000000,65.59653
4094,Kepler-565 b,Kepler-565,4.24374723,0.050100,0.000000,69.36314
4095,Kepler-566 b,Kepler-566,18.42794624,0.124700,0.000000,68.16686
4096,Kepler-567 b,Kepler-567,16.54297375,0.122900,0.000000,66.83665
4097,Kepler-568 b,Kepler-568,11.02347475,0.079400,0.000000,66.78801
4098,Kepler-569 b,Kepler-569,34.18890521,0.198100,0.000000,70.68772
4099,Kepler-57 b,Kepler-57,5.72931960,0.060000,0.000000,64.69773
4100,Kepler-57 c,Kepler-57,11.60925670,0.096000,0.000000,64.69773
4101,Kepler-570 b,Kepler-570,4.30166200,0.049700,0.000000,69.35775
4102,Kepler-571 b,Kepler-571,4.79859939,0.054600,0.000000,70.88369
4103,Kepler-572 b,Kepler-572,17.20523483,0.119200,0.000000,70.77510
4104,Kepler-573 b,Kepler-573,22.18329658,0.148600,0.000000,71.82978
4105,Kepler-574 b,Kepler-574,7.65880414,0.072300,0.000000,72.44937
4106,Kepler-575 b,Kepler-575,9.37891944,0.078800,0.000000,59.67950
4107,Kepler-576 b,Kepler-576,29.91136794,0.179000,0.000000,58.67011
4108,Kepler-577 b,Kepler-577,25.69578251,0.134800,0.000000,59.18605
4109,Kepler-578 b,Kepler-578,1.61688370,0.026600,0.000000,61.01510
4110,Kepler-579 b,Kepler-579,9.66857723,0.085400,0.000000,59.94202
4111,Kepler-58 b,Kepler-58,10.21849540,0.092700,0.000000,58.79979
4112,Kepler-58 c,Kepler-58,15.57415680,0.122800,0.000000,58.79979
4113,Kepler-58 d,Kepler-58,40.10137100,0.236000,0.000000,58.79979
4114,Kepler-58 e,Kepler-58,4.45814897,0.053300,0.000000,58.79979
4115,Kepler-580 b,Kepler-580,8.22241966,0.068300,0.000000,62.92142
4116,Kepler-581 b,Kepler-581,40.60698210,0.225900,0.000000,60.48360
4117,Kepler-582 b,Kepler-582,18.49235668,0.125400,0.000000,60.30305
4118,Kepler-583 b,Kepler-583,6.51002530,0.068900,0.000000,64.89518
4119,Kepler-584 b,Kepler-584,35.18103040,0.228100,0.000000,63.86479
4120,Kepler-585 b,Kepler-585,2.75235975,0.037500,0.000000,65.61259
4121,Kepler-586 b,Kepler-586,2.10472218,0.033100,0.000000,65.68118
4122,Kepler-587 b,Kepler-587,10.94027841,0.095200,0.000000,68.50149
4123,Kepler-588 b,Kepler-588,4.22162536,0.052000,0.000000,69.71791
4124,Kepler-589 b,Kepler-589,16.54964934,0.119600,0.000000,70.39037
4125,Kepler-589 c,Kepler-589,3.52466011,0.042600,0.000000,70.39037
4126,Kepler-59 b,Kepler-59,11.86817070,0.104000,0.000000,68.15248
4127,Kepler-59 c,Kepler-59,17.98012350,0.137200,0.000000,68.15248
4128,Kepler-590 b,Kepler-590,5.85296257,0.064700,0.000000,67.17196
4129,Kepler-591 b,Kepler-591,81.16942990,0.355400,0.000000,70.06897
4130,Kepler-592 b,Kepler-592,2.82019241,0.039700,0.000000,70.35682
4131,Kepler-593 b,Kepler-593,21.21708973,0.150800,0.000000,67.97435
4132,Kepler-594 b,Kepler-594,13.64618192,0.108900,0.000000,70.63772
4133,Kepler-595 b,Kepler-595,25.30290920,0.158200,0.000000,69.87991
4134,Kepler-595 c,Kepler-595,12.38602000,0.098300,0.000000,69.87991
4135,Kepler-596 b,Kepler-596,21.30022655,0.156000,0.000000,72.23987
4136,Kepler-597 b,Kepler-597,13.02365861,0.105600,0.000000,59.66312
4137,Kepler-598 b,Kepler-598,3.70175428,0.043800,0.000000,61.34162
4138,Kepler-598 c,Kepler-598,86.49450000,0.357600,0.000000,61.34162
4139,Kepler-599 b,Kepler-599,15.65562652,0.112800,0.000000,63.01954
4140,Kepler-6 b,Kepler-6,3.23469960,0.048520,0.000000,67.03999
4141,Kepler-60 b,Kepler-60,7.13340000,0.071900,0.000000,63.56774
4142,Kepler-60 c,Kepler-60,8.91870000,0.083500,0.000000,63.56774
4143,Kepler-60 d,Kepler-60,11.89810000,0.101200,0.000000,63.56774
4144,Kepler-600 b,Kepler-600,23.67517607,0.153600,0.000000,64.26207
4145,Kepler-601 b,Kepler-601,5.37886844,0.056000,0.000000,64.73593
4146,Kepler-602 b,Kepler-602,15.28469497,0.122400,0.000000,61.71789
4147,Kepler-603 b,Kepler-603,21.05358596,0.150200,0.000000,62.32430
4148,Kepler-603 c,Kepler-603,127.90757740,0.500100,0.000000,62.32430
4149,Kepler-603 d,Kepler-603,6.21712920,0.066600,0.000000,62.32430
4150,Kepler-604 b,Kepler-604,25.85501786,0.173500,0.000000,63.13699
4151,Kepler-605 b,Kepler-605,3.38353807,0.042000,0.000000,64.88865
4152,Kepler-605 c,Kepler-605,2.35895152,0.033000,0.000000,64.88865
4153,Kepler-606 b,Kepler-606,24.31575992,0.170000,0.000000,64.75644
4154,Kepler-607 b,Kepler-607,0.63816320,0.013500,0.000000,65.33297
4155,Kepler-607 c,Kepler-607,39.67679977,0.212200,0.000000,65.33297
4156,Kepler-608 b,Kepler-608,6.41251504,0.068500,0.000000,64.61576
4157,Kepler-609 b,Kepler-609,6.52121067,0.068200,0.000000,65.10687
4158,Kepler-61 b,Kepler-61,59.87756000,0.248610,0.250000,62.22536
4159,Kepler-610 b,Kepler-610,6.99692655,0.071900,0.000000,65.20106
4160,Kepler-610 c,Kepler-610,151.86392000,0.559400,0.000000,65.20106
4161,Kepler-611 b,Kepler-611,2.43703330,0.035100,0.000000,67.25959
4162,Kepler-612 b,Kepler-612,3.72215641,0.045200,0.000000,66.30374
4163,Kepler-613 b,Kepler-613,15.77979614,0.123200,0.000000,68.58674
4164,Kepler-614 b,Kepler-614,14.03491514,0.102700,0.000000,64.81341
4165,Kepler-615 b,Kepler-615,10.35584657,0.085000,0.000000,68.71637
4166,Kepler-616 b,Kepler-616,9.99761851,0.092700,0.000000,66.32907
4167,Kepler-616 c,Kepler-616,90.41135560,0.402400,0.000000,66.32907
4168,Kepler-616 d,Kepler-616,51.06740189,0.274900,0.000000,66.32907
4169,Kepler-617 b,Kepler-617,1.68269615,0.021900,0.000000,69.64842
4170,Kepler-618 b,Kepler-618,3.59576964,0.046000,0.000000,69.66952
4171,Kepler-618 d,Kepler-619,11.67894236,0.102100,0.000000,68.90511
4172,Kepler-619 b,Kepler-619,5.40427220,0.061100,0.000000,68.90511
4173,Kepler-619 c,Kepler-619,1.20846503,0.022500,0.000000,68.90511
4174,Kepler-62 b,Kepler-62,5.71493200,0.055300,0.000000,67.64638
4175,Kepler-62 c,Kepler-62,12.44170000,0.092900,0.000000,67.64638
4176,Kepler-62 d,Kepler-62,18.16406000,0.120000,0.000000,67.64638
4177,Kepler-62 e,Kepler-62,122.38740000,0.427000,0.000000,67.64638
4178,Kepler-62 f,Kepler-62,267.29100000,0.718000,0.000000,67.64638
4179,Kepler-620 b,Kepler-620,12.91375431,0.105300,0.000000,71.46736
4180,Kepler-621 b,Kepler-621,2.62811375,0.031000,0.000000,60.88724
4181,Kepler-622 b,Kepler-622,14.28226676,0.097800,0.000000,63.13592
4182,Kepler-623 b,Kepler-623,9.07097734,0.085400,0.000000,66.31520
4183,Kepler-624 b,Kepler-624,14.58649607,0.117200,0.000000,59.50346
4184,Kepler-625 b,Kepler-625,7.75192492,0.076800,0.000000,60.34339
4185,Kepler-625 c,Kepler-625,4.16536510,0.050800,0.000000,60.34339
4186,Kepler-626 b,Kepler-626,14.48585199,0.115000,0.000000,61.16593
4187,Kepler-627 b,Kepler-627,40.69944430,0.232700,0.000000,60.47837
4188,Kepler-628 b,Kepler-628,15.45805670,0.124100,0.000000,60.93647
4189,Kepler-629 b,Kepler-629,7.23858540,0.071200,0.000000,61.24508
4190,Kepler-63 b,Kepler-63,9.43415050,0.080000,0.450000,70.36407
4191,Kepler-630 b,Kepler-630,161.47439370,0.572900,0.000000,60.32773
4192,Kepler-631 b,Kepler-631,17.97979059,0.144700,0.000000,59.70145
4193,Kepler-632 b,Kepler-632,30.99660733,0.188500,0.000000,59.65747
4194,Kepler-633 b,Kepler-633,8.50340718,0.081500,0.000000,60.48747
4195,Kepler-633 c,Kepler-633,23.78319931,0.161800,0.000000,60.48747
4196,Kepler-634 b,Kepler-634,5.16950177,0.057800,0.000000,61.57958
4197,Kepler-635 b,Kepler-635,23.44971004,0.176400,0.000000,61.99032
4198,Kepler-636 b,Kepler-636,16.08066115,0.118500,0.000000,61.37665
4199,Kepler-637 b,Kepler-637,23.20584623,0.186700,0.000000,61.96998
4200,Kepler-638 b,Kepler-638,6.07972888,0.063200,0.000000,63.72751
4201,Kepler-639 b,Kepler-639,10.21420496,0.096600,0.000000,62.31915
4202,Kepler-640 b,Kepler-640,22.24813967,0.156600,0.000000,61.70839
4203,Kepler-641 b,Kepler-641,9.48961571,0.087900,0.000000,63.15313
4204,Kepler-642 b,Kepler-642,4.41745855,0.058900,0.000000,62.75280
4205,Kepler-643 b,Kepler-643,16.33889626,0.126000,0.370000,63.86757
4206,Kepler-644 b,Kepler-644,3.17391710,0.046600,0.000000,63.12373
4207,Kepler-645 b,Kepler-645,3.27582262,0.049000,0.000000,64.94647
4208,Kepler-646 b,Kepler-646,15.87364565,0.114900,0.000000,65.24297
4209,Kepler-647 b,Kepler-647,16.22546490,0.122200,0.000000,66.63581
4210,Kepler-647 c,Kepler-647,29.66630000,0.182700,0.000000,66.63581
4211,Kepler-648 b,Kepler-648,17.42117490,0.134100,0.000000,67.20594
4212,Kepler-649 b,Kepler-649,29.90722674,0.180500,0.000000,66.94314
4213,Kepler-65 b,Kepler-65,2.15491000,0.035000,0.028000,62.55713
4214,Kepler-65 c,Kepler-65,5.85994400,0.068000,0.020000,62.55713
4215,Kepler-65 d,Kepler-65,8.13123000,0.084000,0.014000,62.55713
4216,Kepler-65 e,Kepler-65,258.80000000,,0.283000,62.55713
4217,Kepler-650 b,Kepler-650,3.03214559,0.042100,0.000000,66.30971
4218,Kepler-651 b,Kepler-651,21.38521506,0.140900,0.000000,67.67444
4219,Kepler-652 b,Kepler-652,4.18200253,0.050300,0.000000,67.78199
4220,Kepler-653 b,Kepler-653,14.70748976,0.119700,0.000000,69.14021
4221,Kepler-653 c,Kepler-653,0.90037648,0.018600,0.000000,69.14021
4222,Kepler-654 b,Kepler-654,13.72465129,0.111600,0.000000,65.71449
4223,Kepler-655 b,Kepler-655,46.40633580,0.255900,0.000000,65.66496
4224,Kepler-656 b,Kepler-656,1.26025909,0.023200,0.000000,68.56502
4225,Kepler-656 c,Kepler-656,5.25449393,0.060200,0.000000,68.56502
4226,Kepler-657 b,Kepler-657,24.54350418,0.165400,0.000000,67.79280
4227,Kepler-658 b,Kepler-658,1.28707676,0.018800,0.000000,69.84415
4228,Kepler-659 b,Kepler-659,17.67179600,0.120400,0.000000,68.85010
4229,Kepler-66 b,Kepler-66,17.81581500,0.135200,0.000000,66.47612
4230,Kepler-660 b,Kepler-660,9.27358194,0.075900,0.000000,68.93112
4231,Kepler-661 b,Kepler-661,6.02930132,0.058500,0.000000,69.98775
4232,Kepler-662 b,Kepler-662,21.67697486,0.140800,0.000000,68.55523
4233,Kepler-663 b,Kepler-663,4.99678284,0.055900,0.000000,66.47986
4234,Kepler-664 b,Kepler-664,2.52559332,0.037400,0.000000,69.25491
4235,Kepler-665 b,Kepler-665,16.01310205,0.114800,0.000000,67.19345
4236,Kepler-666 b,Kepler-666,4.49876092,0.054200,0.000000,67.01855
4237,Kepler-667 b,Kepler-667,41.43962808,0.228800,0.000000,68.12022
4238,Kepler-668 b,Kepler-668,8.35390639,0.076800,0.000000,70.98077
4239,Kepler-669 b,Kepler-669,4.12554687,0.052900,0.000000,69.37866
4240,Kepler-67 b,Kepler-67,15.72590000,0.117100,0.000000,65.95119
4241,Kepler-670 b,Kepler-670,2.81650485,0.038300,0.000000,67.85461
4242,Kepler-671 b,Kepler-671,4.28095859,0.050300,0.000000,68.76878
4243,Kepler-672 b,Kepler-672,38.37746230,0.216300,0.000000,69.64324
4244,Kepler-673 b,Kepler-673,3.72873109,0.045500,0.000000,70.41817
4245,Kepler-674 b,Kepler-674,2.24338185,0.028000,0.000000,71.87322
4246,Kepler-675 b,Kepler-675,2.33743801,0.032500,0.000000,69.71126
4247,Kepler-676 b,Kepler-676,11.59822172,0.079800,0.000000,69.03197
4248,Kepler-677 b,Kepler-677,6.57531678,0.067000,0.000000,70.84554
4249,Kepler-678 b,Kepler-678,7.27503724,0.073200,0.000000,69.45177
4250,Kepler-679 b,Kepler-679,12.39358604,0.098300,0.000000,69.33900
4251,Kepler-68 b,Kepler-68,5.39875259,0.061350,0.090000,69.42897
4252,Kepler-68 c,Kepler-68,9.60502700,0.090080,0.099000,69.42897
4253,Kepler-68 d,Kepler-68,632.62000000,1.469000,0.102000,69.42897
4254,Kepler-68 e,Kepler-68,3455.00000000,4.600000,0.330000,69.42897
4255,Kepler-680 b,Kepler-680,3.68992629,0.046900,0.000000,70.69603
4256,Kepler-681 b,Kepler-681,26.39435646,0.163500,0.000000,71.87375
4257,Kepler-682 b,Kepler-682,12.61190667,0.105800,0.000000,72.39063
4258,Kepler-683 b,Kepler-683,2.53918318,0.035500,0.000000,58.84865
4259,Kepler-684 b,Kepler-684,6.77030201,0.064000,0.000000,59.32721
4260,Kepler-685 b,Kepler-685,1.62552220,0.026500,0.000000,58.77699
4261,Kepler-686 b,Kepler-686,1.59474546,0.025800,0.000000,61.15320
4262,Kepler-687 b,Kepler-687,20.50586978,0.132600,0.000000,60.50434
4263,Kepler-688 b,Kepler-688,3.89593684,0.046000,0.000000,59.42221
4264,Kepler-689 b,Kepler-689,22.36656079,0.144900,0.000000,59.60978
4265,Kepler-69 b,Kepler-69,13.72234100,0.094000,0.160000,64.99488
4266,Kepler-69 c,Kepler-69,242.46130000,0.640000,0.140000,64.99488
4267,Kepler-690 b,Kepler-690,7.74809437,0.081000,0.000000,59.90155
4268,Kepler-691 b,Kepler-691,8.11437900,0.064900,0.000000,61.45610
4269,Kepler-692 b,Kepler-692,21.81293494,0.149500,0.000000,60.18907
4270,Kepler-693 b,Kepler-693,15.37563332,0.112100,0.000000,62.76860
4271,Kepler-694 b,Kepler-694,6.36584161,0.065900,0.000000,61.32076
4272,Kepler-695 b,Kepler-695,3.04033042,0.037400,0.000000,59.56861
4273,Kepler-696 b,Kepler-696,4.19042557,0.053500,0.000000,61.44059
4274,Kepler-697 b,Kepler-697,3.70987065,0.047100,0.000000,63.63979
4275,Kepler-698 b,Kepler-698,16.32976218,0.125500,0.000000,62.73903
4276,Kepler-7 b,Kepler-7,4.88548920,0.060670,0.000000,62.52040
4277,Kepler-700 b,Kepler-700,80.87206390,0.357700,0.000000,63.26611
4278,Kepler-701 b,Kepler-701,10.35533177,0.089500,0.000000,62.95565
4279,Kepler-702 b,Kepler-702,10.52629406,0.088000,0.000000,61.83792
4280,Kepler-703 b,Kepler-703,4.58352176,0.053500,0.000000,60.45424
4281,Kepler-704 b,Kepler-704,3.76182115,0.047000,0.000000,64.20642
4282,Kepler-705 b,Kepler-705,56.05605380,0.232000,0.000000,63.01589
4283,Kepler-706 b,Kepler-706,41.40831347,0.216200,0.000000,62.62707
4284,Kepler-707 b,Kepler-707,2.23749275,0.032500,0.000000,63.19627
4285,Kepler-708 b,Kepler-708,3.16789194,0.042600,0.000000,62.37091
4286,Kepler-709 b,Kepler-709,16.08524954,0.117300,0.000000,62.95652
4287,Kepler-710 b,Kepler-710,4.34728553,0.052400,0.000000,63.28897
4288,Kepler-711 b,Kepler-711,23.58914398,0.142900,0.000000,61.96417
4289,Kepler-712 b,Kepler-712,21.02247699,0.137800,0.000000,62.75946
4290,Kepler-712 c,Kepler-712,226.89047000,0.673200,0.000000,62.75946
4291,Kepler-713 b,Kepler-713,7.41114100,0.074800,0.000000,62.64633
4292,Kepler-714 b,Kepler-714,8.09888799,0.083200,0.000000,65.70570
4293,Kepler-715 b,Kepler-715,10.00652995,0.093300,0.000000,65.66065
4294,Kepler-716 b,Kepler-716,10.37168453,0.087300,0.000000,64.29401
4295,Kepler-716 c,Kepler-716,3.96999000,0.046000,0.000000,64.29401
4296,Kepler-717 b,Kepler-717,4.40840023,0.052000,0.000000,63.65121
4297,Kepler-718 b,Kepler-718,2.05234990,0.032200,0.000000,61.95221
4298,Kepler-719 b,Kepler-719,5.00731778,0.055600,0.000000,63.46885
4299,Kepler-720 b,Kepler-720,4.70832654,0.053900,0.000000,62.83760
4300,Kepler-721 b,Kepler-721,5.39202539,0.058300,0.000000,66.59264
4301,Kepler-722 b,Kepler-722,4.09357325,0.051400,0.000000,65.45204
4302,Kepler-722 c,Kepler-722,105.14474900,0.447100,0.000000,65.45204
4303,Kepler-723 b,Kepler-723,4.08227507,0.047900,0.000000,66.69235
4304,Kepler-724 b,Kepler-724,3.31494634,0.043300,0.000000,64.87307
4305,Kepler-725 b,Kepler-725,39.64317811,0.215000,0.000000,66.99334
4306,Kepler-726 b,Kepler-726,21.80451088,0.140600,0.000000,65.40890
4307,Kepler-727 b,Kepler-727,5.15448442,0.054600,0.000000,64.71959
4308,Kepler-728 b,Kepler-728,5.74347727,0.062500,0.000000,65.77776
4309,Kepler-729 b,Kepler-729,3.16635371,0.043200,0.000000,67.12506
4310,Kepler-730 b,Kepler-730,6.49168281,0.069400,0.000000,67.44274
4311,Kepler-730 c,Kepler-730,2.85188338,0.039970,0.000000,67.44274
4312,Kepler-731 b,Kepler-731,3.85560355,0.050500,0.000000,64.76990
4313,Kepler-732 b,Kepler-732,9.46781405,0.069100,0.000000,68.14707
4314,Kepler-732 c,Kepler-732,0.89304124,0.014300,0.000000,68.14707
4315,Kepler-733 b,Kepler-733,20.83424726,0.148300,0.000000,66.02776
4316,Kepler-734 b,Kepler-734,6.10485286,0.058300,0.000000,64.99438
4317,Kepler-735 b,Kepler-735,11.51516988,0.096500,0.000000,68.17885
4318,Kepler-736 b,Kepler-736,3.60147201,0.042800,0.000000,68.05259
4319,Kepler-737 b,Kepler-737,28.59915399,0.142200,0.000000,66.80734
4320,Kepler-738 b,Kepler-738,24.58721573,0.155200,0.000000,67.96858
4321,Kepler-739 b,Kepler-739,12.53248465,0.105400,0.000000,67.39887
4322,Kepler-74 b,Kepler-74,7.34071100,0.078100,0.000000,61.74674
4323,Kepler-740 b,Kepler-740,3.58410122,0.046200,0.000000,68.32050
4324,Kepler-741 b,Kepler-741,7.03902374,0.074400,0.000000,67.58829
4325,Kepler-742 b,Kepler-742,8.36086824,0.074400,0.000000,68.92574
4326,Kepler-743 b,Kepler-743,3.17926292,0.041800,0.000000,62.46018
4327,Kepler-744 b,Kepler-744,12.06222443,0.099300,0.000000,66.19918
4328,Kepler-745 b,Kepler-745,9.93143556,0.091500,0.000000,58.02255
4329,Kepler-746 b,Kepler-746,3.48159251,0.043500,0.000000,58.48436
4330,Kepler-747 b,Kepler-747,35.61760587,0.191600,0.000000,62.49677
4331,Kepler-748 b,Kepler-748,7.40742793,0.074500,0.000000,58.02282
4332,Kepler-749 b,Kepler-749,17.31716585,0.105400,0.000000,62.21329
4333,Kepler-75 b,Kepler-75,8.88491160,0.081800,0.570000,57.63743
4334,Kepler-750 b,Kepler-750,9.42887179,0.093000,0.000000,65.19718
4335,Kepler-750 c,Kepler-750,4.08899022,0.053300,0.000000,65.19718
4336,Kepler-751 b,Kepler-751,17.44490636,0.126300,0.000000,63.83753
4337,Kepler-752 b,Kepler-752,18.82747265,0.135300,0.000000,58.71000
4338,Kepler-753 b,Kepler-753,5.74772501,0.054000,0.000000,58.74188
4339,Kepler-754 b,Kepler-754,14.55962370,0.116000,0.000000,58.37593
4340,Kepler-755 b,Kepler-755,1.26909037,0.021400,0.000000,60.51882
4341,Kepler-755 c,Kepler-755,2.85313364,0.036700,0.000000,60.51882
4342,Kepler-756 b,Kepler-756,1.22486632,0.021900,0.000000,62.18834
4343,Kepler-757 b,Kepler-757,1.02267882,0.019000,0.000000,60.83763
4344,Kepler-758 b,Kepler-758,12.10971040,0.101900,0.000000,61.54080
4345,Kepler-758 c,Kepler-758,4.75793986,0.054700,0.000000,61.54080
